Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,420,16,T:System.Windows.Media.Drawing,,,,,return new DrawingBrush(Core.Draw.WelcomeText(Core.MyApplication.DpiScale));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,420,16,T:System.Windows.Media.DrawingBrush,,,,,return new DrawingBrush(Core.Draw.WelcomeText(Core.MyApplication.DpiScale));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,420,16,M:System.Windows.Media.DrawingBrush.#ctor(System.Windows.Media.Drawing),,,,,return new DrawingBrush(Core.Draw.WelcomeText(Core.MyApplication.DpiScale));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,418,12,T:System.Windows.Media.Imaging.BitmapImage,,,,,if (Images is null || Images.Count == 0 || Images.Any(x => x.Thumbnail is null))              {                  return new DrawingBrush(Core.Draw.WelcomeText(Core.MyApplication.DpiScale));              }              else              {                  return null;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,414,4,T:System.Windows.Media.DrawingBrush,,,,,public DrawingBrush? BackgroundDrawingBrush
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,408,33,T:System.Windows.Window,,,,,set;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,408,28,T:System.Windows.Window,,,,,get;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,408,4,T:System.Windows.Window,,,,,public Window? Window
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,372,16,T:System.Windows.Window,,,,,"MessageService.ShowMessage($""{Localize.MainWindow.ProcessingCompleteMsgImagesProcessed} {counter}\r\n{Localize.MainWindow.ProcessingCompleteMsgElapsedTime}: {elapsedTime}"",                      Localize.MainWindow.ProcessingCompleteMsgTitle, MessageBoxServiceButton.Ok, MessageBoxServiceIcon.Information, Window);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,299,20,T:System.Windows.Media.Imaging.BitmapFrame,,,,,"bitmapFrame = Core.Imaging.Resize.Image(image.FullPathToImage, Core.Imaging.Resize.ScalingOption.Height, int.Parse(ResizeAspect!), 0);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,295,20,T:System.Windows.Media.Imaging.BitmapFrame,,,,,"bitmapFrame = Core.Imaging.Resize.Image(image.FullPathToImage, Core.Imaging.Resize.ScalingOption.Width, 0, int.Parse(ResizeAspect!));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,291,20,T:System.Windows.Media.Imaging.BitmapFrame,,,,,"bitmapFrame = Core.Imaging.Resize.Image(image.FullPathToImage, Core.Imaging.Resize.ScalingOption.None, int.Parse(ResizeAbsoluteX!), int.Parse(ResizeAbsoluteY!));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,287,20,T:System.Windows.Media.Imaging.BitmapFrame,,,,,"bitmapFrame = Core.Imaging.Resize.Image(image.FullPathToImage, UseSimple ? SimpleResizeSetting : int.Parse(ResizePercentage!));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,203,12,T:System.Windows.Window,,,,,"MessageService.ShowMessage(Localize.MainWindow.ButtonDestinationNotFoundMessage,                         Localize.MainWindow.ButtonDestinationNotFoundTitle,                         MessageBoxServiceButton.Ok,                         MessageBoxServiceIcon.Information,                         Window);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SimpleImageResizer\SimpleImageResizer.csproj,File,SimpleImageResizer\ViewModels\MainWindowViewModel.cs,169,12,T:System.Windows.Media.Imaging.BitmapImage,,,,,"Images.Add(new Models.Image()              {                  FullPathToImage = image,                  ImageHeight = size.Height,                  ImageWidth = size.Width,                  ImageBytes = new FileInfo(image).Length,                  Thumbnail = null,              });"
